epoch,train_loss,val_loss,val_tf_f1_micro,val_tf_prec_micro,val_tf_rec_micro,val_tf_f1_macro,val_tf_prec_macro,val_tf_rec_macro,val_tf_dice,val_tf_dice_soft,val_tf_bal_acc,val_tf_acc,val_tf_present_frac,val_tf_pred_pos_frac,val_tf_tgt_pos_frac,val_time_f1_micro,val_time_prec_micro,val_time_rec_micro,val_time_f1_macro,val_time_prec_macro,val_time_rec_macro,val_time_dice,val_time_dice_soft,val_time_bal_acc,val_time_acc,val_time_present_frac,val_time_pred_pos_frac,val_time_tgt_pos_frac,train_tf_f1_micro,train_tf_prec_micro,train_tf_rec_micro,train_tf_f1_macro,train_tf_prec_macro,train_tf_rec_macro,train_tf_dice,train_tf_dice_soft,train_tf_bal_acc,train_tf_acc,train_tf_present_frac,train_tf_pred_pos_frac,train_tf_tgt_pos_frac,train_time_f1_micro,train_time_prec_micro,train_time_rec_micro,train_time_f1_macro,train_time_prec_macro,train_time_rec_macro,train_time_dice,train_time_dice_soft,train_time_bal_acc,train_time_acc,train_time_present_frac,train_time_pred_pos_frac,train_time_tgt_pos_frac
11,0.10819,0.346951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.286581,0.285949,0.309481,0.408365,0.467561,0.288677,0.286581,0.212679,0.616214,0.920409,0.530769,0.058329,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.642396,0.539115,0.801063,0.572818,0.498197,0.69661,0.642396,0.513758,0.825166,0.951956,0.9544,0.080702,0.054128
12,0.104584,0.322201,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.337416,0.347801,0.344718,0.378451,0.553493,0.273374,0.337416,0.244067,0.608804,0.928915,0.530769,0.056355,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.655369,0.552856,0.810171,0.585778,0.51132,0.700405,0.655369,0.530717,0.827865,0.954093,0.946,0.079524,0.054133
13,0.100484,0.286403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.293297,0.318007,0.294905,0.422465,0.438037,0.255432,0.293297,0.221364,0.599922,0.92466,0.530769,0.052359,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.664859,0.561769,0.818747,0.594929,0.521414,0.718735,0.664859,0.545331,0.837834,0.955542,0.9512,0.079007,0.054129
14,0.096369,0.324318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.322345,0.323632,0.356167,0.398191,0.447537,0.315455,0.322345,0.238229,0.625424,0.925494,0.530769,0.060883,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.678523,0.576159,0.830395,0.610464,0.531672,0.730389,0.678523,0.56362,0.844384,0.957574,0.9448,0.07824,0.054131
15,0.092381,0.378894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.332007,0.299353,0.404983,0.404702,0.465388,0.322297,0.332007,0.263884,0.619806,0.917895,0.530769,0.072731,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.688428,0.585903,0.839629,0.621144,0.542666,0.744296,0.688428,0.579447,0.851938,0.959054,0.9464,0.077798,0.054134
16,0.088399,0.350269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.338719,0.35422,0.351732,0.397921,0.499274,0.282178,0.338719,0.277729,0.611686,0.931224,0.530769,0.053257,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.701871,0.600734,0.848158,0.63652,0.557711,0.754422,0.701871,0.597313,0.858074,0.961103,0.9496,0.076644,0.054131
17,0.084256,0.314471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.351648,0.396349,0.34954,0.385028,0.544186,0.276248,0.351648,0.278814,0.608526,0.93648,0.530769,0.047894,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.713321,0.612861,0.857208,0.648578,0.572716,0.773924,0.713321,0.614365,0.86872,0.962974,0.9524,0.075739,0.054124
18,0.080274,0.338902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.316206,0.326572,0.344613,0.415148,0.425877,0.322537,0.316206,0.254948,0.626004,0.924305,0.530769,0.058625,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.725427,0.626803,0.864266,0.659681,0.580454,0.777869,0.725427,0.632521,0.871576,0.964778,0.9528,0.074716,0.05413
19,0.076932,0.329254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.341438,0.376145,0.338293,0.42179,0.412021,0.278121,0.341438,0.274386,0.611098,0.932896,0.530769,0.050071,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.733561,0.635541,0.870846,0.668191,0.593289,0.792355,0.733561,0.646036,0.879259,0.965967,0.9448,0.074213,0.054125
20,0.072673,0.387179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.299915,0.389205,0.277778,0.462909,0.467234,0.233768,0.299915,0.245095,0.594916,0.937233,0.530769,0.039814,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.748219,0.652975,0.879541,0.684197,0.614527,0.803716,0.748219,0.66605,0.886126,0.968127,0.9492,0.073008,0.054131
21,0.069384,0.386282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.303508,0.376272,0.284712,0.374868,0.533396,0.21633,0.303508,0.251862,0.58497,0.934762,0.530769,0.042091,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.759831,0.666948,0.885865,0.693091,0.619958,0.809683,0.759831,0.681258,0.889905,0.969817,0.95,0.072012,0.05413
22,0.066893,0.395838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.308089,0.336981,0.304195,0.435984,0.442599,0.242741,0.308089,0.257756,0.594621,0.929527,0.530769,0.049407,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.767369,0.675067,0.891614,0.698755,0.626035,0.816414,0.767369,0.692495,0.893825,0.970858,0.9528,0.071558,0.054131
23,0.063369,0.360678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.316023,0.335831,0.323958,0.365079,0.469467,0.271412,0.316023,0.265124,0.605235,0.926923,0.530769,0.054945,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.778507,0.689098,0.897949,0.716394,0.642432,0.830094,0.778507,0.707672,0.9014,0.972534,0.9472,0.070595,0.054127
24,0.060908,0.416391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.295195,0.317089,0.301087,0.362023,0.504725,0.280719,0.295195,0.254643,0.608445,0.923608,0.530769,0.054864,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.787614,0.700134,0.902146,0.722762,0.648091,0.831531,0.787614,0.720544,0.902828,0.973775,0.952,0.069816,0.054132
25,0.057324,0.441898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.329466,0.340698,0.344794,0.397247,0.453709,0.28161,0.329466,0.287861,0.609386,0.928079,0.530769,0.057049,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.799048,0.714024,0.909203,0.732784,0.6573,0.840285,0.799048,0.735727,0.907895,0.975384,0.9452,0.068974,0.054131
26,0.055219,0.36505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.285567,0.311987,0.28207,0.395306,0.414258,0.274089,0.285567,0.243823,0.609127,0.926459,0.530769,0.049945,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.806785,0.724261,0.912541,0.73949,0.674313,0.851534,0.806785,0.747581,0.914175,0.976427,0.9544,0.068298,0.054131
27,0.052302,0.464521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.309154,0.38715,0.282726,0.380339,0.521997,0.21979,0.309154,0.267252,0.585724,0.936597,0.530769,0.040613,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.816429,0.735943,0.918483,0.752842,0.686269,0.859888,0.816429,0.759883,0.918876,0.977738,0.944,0.067601,0.054126
28,0.049877,0.422339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.318732,0.329378,0.332693,0.404856,0.463529,0.277001,0.318732,0.285963,0.61035,0.925872,0.530769,0.056155,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.824838,0.748112,0.920761,0.761415,0.697571,0.863774,0.824838,0.771884,0.921412,0.978885,0.9404,0.06674,0.054128
29,0.047833,0.519695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.251172,0.294171,0.238935,0.39227,0.45184,0.224445,0.251172,0.21513,0.590219,0.923296,0.530769,0.046725,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.831729,0.755971,0.926116,0.771629,0.701466,0.868249,0.831729,0.781277,0.924126,0.979773,0.9512,0.06637,0.054132
30,0.045571,0.414624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.289416,0.332395,0.28333,0.392834,0.421066,0.245565,0.289416,0.255502,0.59724,0.929538,0.530769,0.04594,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.838914,0.764898,0.93032,0.774987,0.711833,0.873742,0.838914,0.790765,0.927418,0.980756,0.9576,0.065898,0.054137
31,0.044213,0.43996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.282669,0.335633,0.263874,0.369665,0.440864,0.200141,0.282669,0.248498,0.578689,0.930784,0.530769,0.043167,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.844,0.77229,0.931972,0.784113,0.721187,0.876762,0.844,0.797574,0.929206,0.981435,0.946,0.065371,0.054127
32,0.042324,0.431903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.292203,0.339202,0.279798,0.359721,0.435602,0.248359,0.292203,0.246605,0.5975,0.929003,0.530769,0.046666,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.85063,0.781392,0.934788,0.791445,0.727987,0.887157,0.85063,0.80691,0.934793,0.982285,0.944,0.064834,0.05413
33,0.040698,0.479288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.293531,0.321885,0.291379,0.377458,0.424268,0.249856,0.293531,0.259098,0.598696,0.926962,0.530769,0.050503,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.855694,0.787476,0.938259,0.797187,0.737137,0.894071,0.855694,0.813531,0.938591,0.982955,0.9476,0.064528,0.054129
34,0.039177,0.46093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.272099,0.373633,0.233382,0.361313,0.448208,0.183456,0.272099,0.233659,0.572111,0.934368,0.530769,0.035314,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.861687,0.796177,0.940199,0.80342,0.745424,0.893076,0.861687,0.821046,0.938555,0.983761,0.9488,0.06393,0.054132
35,0.037449,0.45643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.286126,0.397204,0.243406,0.380629,0.437889,0.19111,0.286126,0.251307,0.575426,0.935055,0.530769,0.036798,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.867271,0.803356,0.943846,0.809528,0.752956,0.896886,0.867271,0.828853,0.940826,0.984439,0.956,0.063605,0.054127
36,0.03632,0.522035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.259674,0.33246,0.228839,0.410052,0.443189,0.201556,0.259674,0.225353,0.57946,0.931417,0.530769,0.038175,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.871663,0.80945,0.945301,0.813656,0.758738,0.894514,0.871663,0.83463,0.939901,0.985019,0.9544,0.06321,0.054127
37,0.035099,0.533175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.278635,0.353506,0.247777,0.397032,0.477639,0.209082,0.278635,0.245552,0.583165,0.932367,0.530769,0.039517,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875665,0.815379,0.946461,0.821579,0.766473,0.903384,0.875665,0.840199,0.944546,0.985544,0.9448,0.062825,0.054128
38,0.033661,0.564675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.292308,0.421788,0.243413,0.413232,0.499082,0.196409,0.292308,0.257081,0.580271,0.939606,0.530769,0.03216,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.88047,0.821947,0.949052,0.82783,0.771391,0.912216,0.88047,0.846548,0.949299,0.986082,0.956,0.062559,0.054133
39,0.032087,0.505183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.320657,0.402917,0.292668,0.389202,0.45584,0.232867,0.320657,0.293231,0.593419,0.938014,0.530769,0.04017,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.886816,0.830746,0.951844,0.833102,0.777067,0.911178,0.886816,0.85423,0.949109,0.986901,0.9452,0.062059,0.05413
40,0.031237,0.523535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.288032,0.407381,0.249042,0.419796,0.438332,0.198673,0.288032,0.256005,0.579284,0.936836,0.530769,0.035841,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.889622,0.834689,0.953096,0.832004,0.779795,0.909605,0.889622,0.858405,0.948513,0.987262,0.9468,0.061811,0.054125
41,0.030503,0.575675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.286907,0.320155,0.282117,0.379585,0.440885,0.241649,0.286906,0.266507,0.593723,0.926957,0.530769,0.049202,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.892642,0.838834,0.954817,0.83918,0.788782,0.916315,0.892642,0.86155,0.952067,0.987589,0.9544,0.061658,0.054128
42,0.02902,0.523163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30171,0.383002,0.268682,0.344631,0.438878,0.2205,0.30171,0.269205,0.588797,0.936013,0.530769,0.038709,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.897313,0.845601,0.95655,0.844512,0.794569,0.917892,0.897313,0.868377,0.953148,0.988216,0.9464,0.061247,0.054134
43,0.028459,0.647782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.268018,0.383508,0.225214,0.377981,0.468968,0.184874,0.268018,0.237681,0.573865,0.936289,0.530769,0.032784,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.898954,0.847591,0.957837,0.849084,0.799119,0.921199,0.898954,0.87078,0.954841,0.988388,0.9496,0.061196,0.054129
44,0.027286,0.554269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.295208,0.365381,0.267328,0.310904,0.463683,0.20307,0.295208,0.273802,0.577473,0.934392,0.530769,0.040408,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.903006,0.853544,0.959273,0.855912,0.806131,0.928229,0.903006,0.876206,0.958629,0.988893,0.9512,0.060864,0.054131
45,0.027085,0.657324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.296403,0.366049,0.271966,0.404537,0.449072,0.210493,0.296403,0.268305,0.581229,0.934796,0.530769,0.040128,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.904422,0.855371,0.960208,0.858042,0.807972,0.930481,0.904422,0.877864,0.959815,0.989057,0.9436,0.060796,0.05413
46,0.026271,0.625925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.281952,0.362036,0.250975,0.411792,0.424952,0.213584,0.281952,0.255498,0.58533,0.934684,0.530769,0.03773,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.907277,0.859564,0.961203,0.858959,0.811297,0.92821,0.907277,0.881243,0.958894,0.989399,0.9508,0.060536,0.05413
47,0.025442,0.612087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28995,0.35916,0.263019,0.350184,0.445176,0.204623,0.28995,0.26479,0.579106,0.93324,0.530769,0.040539,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.91045,0.864027,0.962835,0.863945,0.817752,0.935147,0.91045,0.88567,0.962528,0.989779,0.9492,0.060354,0.054139
48,0.02468,0.602474,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.317939,0.394344,0.286199,0.366366,0.496317,0.199327,0.317939,0.294264,0.575312,0.936366,0.530769,0.040778,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.912134,0.866147,0.963967,0.870305,0.825108,0.938007,0.912134,0.887848,0.964065,0.989996,0.9524,0.060249,0.054125
49,0.024246,0.582942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.275939,0.366284,0.239109,0.410565,0.452218,0.178193,0.275939,0.244983,0.568835,0.934778,0.530769,0.036373,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.914762,0.870271,0.964623,0.871031,0.827221,0.936442,0.914762,0.890982,0.963434,0.990309,0.9492,0.060009,0.054128
50,0.02361,0.58872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.318384,0.395942,0.288183,0.399087,0.479973,0.232913,0.318384,0.291448,0.594452,0.937245,0.530769,0.039631,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9167,0.872866,0.965655,0.87214,0.827957,0.937813,0.9167,0.893778,0.964227,0.99054,0.9452,0.059889,0.054136
51,0.022641,0.6296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.319242,0.425645,0.279348,0.396191,0.473754,0.237927,0.319241,0.297959,0.598939,0.939734,0.530769,0.036068,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.920226,0.878019,0.967231,0.876721,0.833473,0.941579,0.920226,0.898321,0.966357,0.990961,0.9548,0.059634,0.054131
52,0.022002,0.655284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.311647,0.402934,0.275005,0.384435,0.463199,0.210859,0.311647,0.285188,0.58474,0.938776,0.530769,0.036905,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.922449,0.881491,0.967894,0.880407,0.839204,0.942106,0.922449,0.901045,0.966726,0.99123,0.9472,0.059424,0.054129
53,0.021371,0.645964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.301868,0.370364,0.279301,0.377161,0.449784,0.223105,0.301868,0.280731,0.587577,0.934876,0.530769,0.040342,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.924793,0.885124,0.968604,0.885877,0.84471,0.945385,0.924793,0.904123,0.968498,0.991506,0.9464,0.059249,0.054134
54,0.021262,0.533339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.306838,0.415148,0.268624,0.395106,0.472032,0.212339,0.306838,0.277182,0.586334,0.939412,0.530769,0.035507,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.92547,0.885908,0.969288,0.884577,0.845429,0.944616,0.92547,0.905202,0.968168,0.991595,0.9492,0.059215,0.054127
55,0.020329,0.612391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31296,0.383857,0.284866,0.387743,0.46234,0.225125,0.31296,0.290603,0.589271,0.936206,0.530769,0.040587,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.928426,0.890242,0.970427,0.891695,0.851879,0.949022,0.928426,0.908738,0.970536,0.991942,0.9476,0.058996,0.054126
56,0.019806,0.626022,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.326427,0.446873,0.278227,0.392499,0.509198,0.203906,0.326427,0.300684,0.582339,0.941856,0.530769,0.033971,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.930405,0.892954,0.971479,0.893122,0.856098,0.947967,0.930405,0.911372,0.970099,0.99218,0.9456,0.058886,0.05413
57,0.019432,0.671981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30212,0.368234,0.274022,0.404061,0.464993,0.220002,0.30212,0.278036,0.586373,0.934339,0.530769,0.041117,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.931696,0.895121,0.971771,0.895184,0.856891,0.948728,0.931696,0.912968,0.970584,0.992326,0.9472,0.058774,0.054133
58,0.019295,0.672946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.315358,0.429537,0.275047,0.407237,0.463027,0.20526,0.315358,0.294941,0.583136,0.940558,0.530769,0.035418,0.058408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.932383,0.896227,0.972059,0.895434,0.855897,0.952002,0.932383,0.913777,0.97226,0.992408,0.9488,0.058707,0.054133
